"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Url"
2025,"Atalanta","Serie A","Marten de Roon","NED","DF,MF","33-202",1991,7,516,16,131,303,88,3,516,2,0,0,2,100,290,1278,786,5,13,0,4,2,340,6,"https://fbref.com/en/players/2a1beb34/Marten-de-Roon"
2025,"Atalanta","Serie A","Matteo Ruggeri","ITA","DF","22-098",2002,4.6,313,8,85,145,87,5,313,2,1,50,1,50,150,899,417,14,6,0,2,0,214,24,"https://fbref.com/en/players/ae9898c5/Matteo-Ruggeri"
2025,"Atalanta","Serie A","Lazar Samardzic","SRB","MF,FW","22-236",2002,2.4,150,1,4,48,100,12,150,9,3,33.3,6,66.7,102,650,344,12,10,5,5,2,120,26,"https://fbref.com/en/players/217c93a1/Lazar-Samardzic"
2025,"Atalanta","Serie A","Ibrahim Sulemana","GHA","MF","21-148",2003,0.2,16,0,1,13,2,0,16,0,0,NA,0,NA,11,47,23,0,0,0,1,1,15,0,"https://fbref.com/en/players/230c3f3a/Ibrahim-Sulemana"
2025,"Atalanta","Serie A","Rafael Tolói","ITA","DF","34-007",1990,0.4,16,0,4,7,5,0,16,0,0,NA,0,NA,7,29,17,0,1,0,0,0,10,1,"https://fbref.com/en/players/c56dc39e/Rafael-Toloi"
2025,"Atalanta","Serie A","Vanja Vlahović","SRB","MF,FW","20-208",2004,0.3,6,0,0,2,4,2,6,1,0,0,0,0,6,20,11,0,0,0,2,0,5,2,"https://fbref.com/en/players/2af3f55c/Vanja-Vlahovic"
2025,"Atalanta","Serie A","Nicolò Zaniolo","ITA","MF,FW","25-107",1999,0.6,29,0,0,8,21,7,29,1,1,100,0,0,23,148,69,2,2,1,1,2,32,9,"https://fbref.com/en/players/9907b1c8/Nicolo-Zaniolo"
2025,"Atalanta","Serie A","Davide Zappacosta","ITA","DF","32-128",1992,4.5,253,4,33,91,131,10,253,5,0,0,4,80,150,742,395,16,4,2,9,3,177,35,"https://fbref.com/en/players/7fe90ccd/Davide-Zappacosta"
2025,"Athletic Club","La Liga","Julen Agirrezabala","ESP","GK","23-296",2000,5.4,166,140,165,1,0,0,166,0,0,NA,0,NA,80,530,273,0,0,0,1,0,66,0,"https://fbref.com/en/players/a2c1a8d3/Julen-Agirrezabala"
2025,"Athletic Club","La Liga","Yeray Álvarez","ESP","DF","29-267",1995,4,275,19,101,168,7,3,275,4,2,50,2,50,143,938,618,3,1,0,2,2,174,0,"https://fbref.com/en/players/3ecc11d8/Yeray-Alvarez"
2025,"Athletic Club","La Liga","Adu Ares","ESP","FW","23-005",2001,0.2,11,0,2,3,6,1,11,1,0,0,1,100,8,44,29,1,1,0,0,2,11,2,"https://fbref.com/en/players/a461f098/Adu-Ares"
2025,"Athletic Club","La Liga","Yuri Berchiche","ESP","DF","34-250",1990,5.4,350,26,104,188,61,5,350,4,3,75,1,25,158,936,544,9,10,1,2,0,182,14,"https://fbref.com/en/players/b6e50615/Yuri-Berchiche"
2025,"Athletic Club","La Liga","Álex Berenguer","ESP","FW","29-105",1995,5.6,244,6,27,86,136,18,243,19,7,36.8,10,52.6,140,983,557,18,10,8,11,7,164,46,"https://fbref.com/en/players/dc1c2fce/Alex-Berenguer"
2025,"Athletic Club","La Liga","Adama Boiro","ESP","DF","22-117",2002,2.4,107,9,31,55,21,0,107,3,2,66.7,1,33.3,44,234,120,3,2,1,4,4,51,3,"https://fbref.com/en/players/e7992f7b/Adama-Boiro"
2025,"Athletic Club","La Liga","Peio Canales","ESP","MF","19-274",2005,0.2,17,1,4,5,8,0,17,1,0,0,1,100,10,32,4,0,0,0,0,0,11,2,"https://fbref.com/en/players/3b5d2ab7/Peio-Canales"
2025,"Athletic Club","La Liga","Álvaro djaló","ESP","FW","25-062",1999,2.1,66,0,2,24,42,4,66,10,4,40,5,50,46,289,160,7,8,2,10,5,52,23,"https://fbref.com/en/players/45c29ae7/Alvaro-djalo"
2025,"Athletic Club","La Liga","Iñigo Ruiz de Galarreta","ESP","MF","31-072",1993,2.6,142,1,16,102,29,1,142,2,2,100,0,0,88,477,250,4,4,0,4,3,101,6,"https://fbref.com/en/players/91f7631f/Inigo-Ruiz-de-Galarreta"
2025,"Athletic Club","La Liga","Unai Gómez","ESP","MF,FW","21-145",2003,3.2,118,6,16,51,52,7,118,15,6,40,5,33.3,65,355,183,5,2,1,5,7,74,13,"https://fbref.com/en/players/37db6cae/Unai-Gomez"
2025,"Athletic Club","La Liga","Andoni Gorosabel","ESP","DF","28-074",1996,2,122,7,30,72,20,1,122,3,2,66.7,1,33.3,50,178,66,1,1,0,0,1,68,7,"https://fbref.com/en/players/6f5f82c0/Andoni-Gorosabel"
2025,"Athletic Club","La Liga","Gorka Guruzeta","ESP","FW","28-035",1996,5.6,182,6,17,96,70,18,182,8,4,50,4,50,80,359,108,1,3,0,13,6,119,23,"https://fbref.com/en/players/6b5ea2f4/Gorka-Guruzeta"
2025,"Athletic Club","La Liga","Ander Herrera","ESP","MF","35-064",1989,2.4,173,10,27,114,32,3,172,5,2,40,1,20,99,359,159,2,3,0,3,2,128,3,"https://fbref.com/en/players/436a9dd0/Ander-Herrera"
2025,"Athletic Club","La Liga","Mikel Jauregizar","ESP","MF","20-340",2003,4.3,226,4,39,136,53,2,226,7,4,57.1,3,42.9,104,493,172,2,4,0,8,8,124,3,"https://fbref.com/en/players/2f5c78ca/Mikel-Jauregizar"
2025,"Athletic Club","La Liga","Iñigo Lekue","ESP","DF","31-166",1993,3.5,213,15,62,93,59,1,213,3,1,33.3,2,66.7,96,404,219,5,3,0,1,1,112,8,"https://fbref.com/en/players/59b7d823/Inigo-Lekue"
2025,"Athletic Club","La Liga","Óscar de Marcos","ESP","DF","35-186",1989,4.6,280,11,94,143,43,4,280,5,1,20,4,80,101,387,156,3,2,1,4,2,135,11,"https://fbref.com/en/players/9f323c71/Oscar-de-Marcos"
2025,"Athletic Club","La Liga","Javi Martón","ESP","FW","25-164",1999,0.2,7,0,0,4,3,0,7,0,0,NA,0,NA,3,5,0,0,0,0,1,0,6,1,"https://fbref.com/en/players/2381eead/Javi-Marton"
2025,"Athletic Club","La Liga","Unai Núñez","ESP","DF","27-261",1997,2,111,20,54,57,2,1,111,1,1,100,0,0,59,234,80,0,0,0,2,0,59,0,"https://fbref.com/en/players/be170419/Unai-Nunez"
2025,"Athletic Club","La Liga","Alex Padilla","ESP","GK","21-046",2003,3.6,134,110,131,3,0,0,134,0,0,NA,0,NA,69,383,239,0,0,0,0,0,46,0,"https://fbref.com/en/players/a275838a/Alex-Padilla"
2025,"Athletic Club","La Liga","Aitor Paredes","ESP","DF","24-171",2000,4.9,238,31,129,109,1,1,238,0,0,NA,0,NA,117,660,375,0,1,0,2,0,133,0,"https://fbref.com/en/players/b906757a/Aitor-Paredes"
2025,"Athletic Club","La Liga","Beñat Prados","ESP","MF","23-252",2001,4.8,258,8,38,176,46,3,258,6,2,33.3,3,50,126,595,279,6,6,0,4,3,166,6,"https://fbref.com/en/players/1f60244a/Benat-Prados"
2025,"Athletic Club","La Liga","Oihan Sancet","ESP","MF","24-175",2000,6,264,3,24,129,116,10,263,15,7,46.7,6,40,158,1033,588,15,15,0,18,12,208,33,"https://fbref.com/en/players/bdb624a3/Oihan-Sancet"
2025,"Athletic Club","La Liga","Mikel Vesga","ESP","MF","31-149",1993,3.5,181,6,40,115,27,3,181,4,2,50,2,50,80,418,204,2,1,1,6,4,106,5,"https://fbref.com/en/players/b0fce72c/Mikel-Vesga"
2025,"Athletic Club","La Liga","Daniel Vivian","ESP","DF","25-094",1999,7.1,468,50,217,243,11,5,468,5,4,80,1,20,281,1401,844,1,2,0,6,3,295,3,"https://fbref.com/en/players/ab7bf91d/Daniel-Vivian"
2025,"Athletic Club","La Liga","Iñaki Williams","GHA","FW","30-124",1994,8,283,10,31,90,163,29,283,35,13,37.1,18,51.4,185,1149,572,23,10,10,16,14,229,67,"https://fbref.com/en/players/6a99e0b1/Inaki-Williams"
2025,"Athletic Club","La Liga","Nico Williams","ESP","FW","22-097",2002,4.8,206,2,17,69,122,24,206,33,12,36.4,19,57.6,139,944,512,22,6,13,13,8,154,45,"https://fbref.com/en/players/afdc14d7/Nico-Williams"
2025,"Atlético Madrid","La Liga","Julián Álvarez","ARG","FW,MF","24-260",2000,5.7,195,3,21,81,94,21,195,7,3,42.9,4,57.1,106,653,353,13,6,6,5,4,135,29,"https://fbref.com/en/players/15ab5a2b/Julian-Alvarez"
2025,"Atlético Madrid","La Liga","César Azpilicueta","ESP","DF","35-050",1989,4.3,332,20,109,187,37,4,332,0,0,NA,0,NA,186,891,629,4,5,0,1,0,253,5,"https://fbref.com/en/players/53cad200/Cesar-Azpilicueta"
2025,"Atlético Madrid","La Liga","Pablo Barrios","ESP","MF","21-124",2003,4.5,301,15,89,143,69,5,301,7,4,57.1,2,28.6,167,825,354,3,3,0,11,6,219,13,"https://fbref.com/en/players/45736cec/Pablo-Barrios"
2025,"Atlético Madrid","La Liga","Ángel Correa","ARG","FW,MF","29-222",1995,2.1,99,0,19,30,53,20,99,11,8,72.7,3,27.3,60,348,179,6,5,5,6,2,67,19,"https://fbref.com/en/players/01eb744d/Angel-Correa"
2025,"Atlético Madrid","La Liga","Rodrigo De Paul","ARG","MF","30-146",1994,4.1,308,4,40,171,100,3,308,7,3,42.9,3,42.9,203,1199,583,12,13,0,8,6,244,24,"https://fbref.com/en/players/162efffd/Rodrigo-De-Paul"
2025,"Atlético Madrid","La Liga","Javi Galán","ESP","DF","29-333",1994,1.1,60,1,27,23,11,0,60,5,2,40,3,60,26,128,65,2,1,0,2,1,32,1,"https://fbref.com/en/players/a4b00319/Javi-Galan"
2025,"Atlético Madrid","La Liga","Conor Gallagher","ENG","MF","24-254",2000,5.6,287,11,75,155,58,6,287,10,4,40,4,40,160,641,205,4,4,1,10,2,189,12,"https://fbref.com/en/players/c2731c10/Conor-Gallagher"
2025,"Atlético Madrid","La Liga","Antoine Griezmann","FRA","FW,MF","33-210",1991,7.4,426,9,70,180,181,21,426,8,3,37.5,4,50,238,1167,646,15,15,2,12,8,332,52,"https://fbref.com/en/players/df69b544/Antoine-Griezmann"
2025,"Atlético Madrid","La Liga","Koke","ESP","MF","32-283",1992,7.1,520,17,159,292,75,4,520,8,2,25,5,62.5,267,1254,516,6,4,0,3,2,360,3,"https://fbref.com/en/players/55126f3b/Koke"
2025,"Atlético Madrid","La Liga","Robin Le Normand","ESP","DF","27-341",1996,7,476,54,223,240,13,3,476,1,1,100,0,0,307,1408,755,4,1,0,4,2,361,2,"https://fbref.com/en/players/9a64e67e/Robin-Le-Normand"
2025,"Atlético Madrid","La Liga","Clément Lenglet","FRA","DF","29-122",1995,1,50,10,36,12,2,0,50,0,0,NA,0,NA,28,89,41,0,0,0,0,0,36,0,"https://fbref.com/en/players/4f28a6ff/Clement-Lenglet"
2025,"Atlético Madrid","La Liga","Samuel Lino","BRA","DF,MF","24-299",1999,4.6,281,8,66,115,103,23,281,11,5,45.5,6,54.5,175,1022,510,13,15,6,9,4,196,47,"https://fbref.com/en/players/2a295d33/Samuel-Lino"
2025,"Atlético Madrid","La Liga","Marcos Llorente","ESP","DF,MF","29-261",1995,7,412,19,113,187,116,12,412,8,3,37.5,4,50,239,1107,608,14,13,2,9,2,281,47,"https://fbref.com/en/players/02c15616/Marcos-Llorente"
2025,"Atlético Madrid","La Liga","Reinildo Mandava","MOZ","DF","30-270",1994,5.1,352,28,157,150,47,1,352,7,2,28.6,3,42.9,198,778,393,5,6,0,3,1,226,5,"https://fbref.com/en/players/c20bdcd7/Reinildo-Mandava"
2025,"Atlético Madrid","La Liga","José María Giménez","URU","DF","29-271",1995,7,501,109,284,212,6,4,501,0,0,NA,0,NA,295,1189,540,0,1,0,1,2,343,0,"https://fbref.com/en/players/f0da930c/Jose-Maria-Gimenez"
2025,"Atlético Madrid","La Liga","Nahuel Molina","ARG","DF","26-194",1998,4.3,307,17,112,110,90,3,307,7,5,71.4,2,28.6,163,752,450,9,8,1,3,1,187,23,"https://fbref.com/en/players/23610943/Nahuel-Molina"
2025,"Atlético Madrid","La Liga","Juan Musso","ARG","GK","30-164",1994,1,30,29,30,0,0,0,30,0,0,NA,0,NA,13,50,34,0,0,0,0,0,9,0,"https://fbref.com/en/players/a111cf41/Juan-Musso"
2025,"Atlético Madrid","La Liga","Jan Oblak","SVN","GK","31-284",1993,8,225,215,225,0,0,0,225,1,1,100,0,0,118,554,283,0,0,0,0,0,87,0,"https://fbref.com/en/players/ee8508c0/Jan-Oblak"
2025,"Atlético Madrid","La Liga","Rodrigo Riquelme","ESP","DF,MF","24-198",2000,2.7,165,5,28,60,82,13,165,10,2,20,7,70,117,881,528,22,10,7,4,3,123,30,"https://fbref.com/en/players/65154df0/Rodrigo-Riquelme"
2025,"Atlético Madrid","La Liga","Giuliano Simeone","ARG","MF,DF","21-304",2002,1,36,0,11,12,15,1,36,6,3,50,3,50,18,135,72,3,2,0,2,1,18,7,"https://fbref.com/en/players/a6536561/Giuliano-Simeone"
2025,"Atlético Madrid","La Liga","Alexander Sørloth","NOR","FW","28-317",1995,4.8,153,8,15,74,66,26,153,6,3,50,2,33.3,75,382,139,5,4,3,19,8,118,21,"https://fbref.com/en/players/e92cd3f7/Alexander-Sorloth"
2025,"Atlético Madrid","La Liga","Axel Witsel","BEL","DF","35-279",1989,3.5,228,34,127,100,2,1,228,0,0,NA,0,NA,141,643,301,1,0,0,2,0,153,0,"https://fbref.com/en/players/5dfc6ad5/Axel-Witsel"
2025,"Augsburg","Bundesliga","Maximilian Bauer","GER","DF","24-251",2000,3.8,178,20,65,99,14,0,178,0,0,NA,0,NA,78,347,160,1,3,0,1,1,104,5,"https://fbref.com/en/players/44a20f0c/Maximilian-Bauer"
2025,"Augsburg","Bundesliga","Tim Breithaupt","GER","MF","22-253",2002,1.3,75,2,18,49,8,1,75,2,2,100,0,0,44,174,67,1,0,0,3,2,47,1,"https://fbref.com/en/players/ed98c321/Tim-Breithaupt"
2025,"Augsburg","Bundesliga","Alexis Claude-Maurice","FRA","FW","26-133",1998,0.4,21,0,5,8,10,3,21,2,1,50,1,50,10,67,48,3,1,2,4,1,17,2,"https://fbref.com/en/players/741418c3/Alexis-Claude-Maurice"
2025,"Augsburg","Bundesliga","Niklas Dorsch","GER","MF","26-276",1998,0.4,29,1,3,18,8,0,29,1,0,0,1,100,15,57,32,1,1,0,0,0,21,0,"https://fbref.com/en/players/7f73bdf4/Niklas-Dorsch"
2025,"Augsburg","Bundesliga","Arne Engels","BEL","MF,FW","21-039",2003,0.9,32,1,1,14,17,2,32,1,0,0,1,100,17,75,38,1,3,0,0,0,24,5,"https://fbref.com/en/players/554bcc91/Arne-Engels"
2025,"Augsburg","Bundesliga","Samuel Essende","COD","FW","26-268",1998,3.6,110,1,4,48,63,26,110,5,2,40,3,60,67,354,156,8,7,5,16,6,80,26,"https://fbref.com/en/players/821550ce/Samuel-Essende"
2025,"Augsburg","Bundesliga","Dimitris Giannoulis","GRE","DF","29-000",1995,5.8,372,12,100,154,124,17,372,11,8,72.7,2,18.2,146,761,479,8,7,1,15,3,191,36,"https://fbref.com/en/players/112c495e/Dimitris-Giannoulis"
2025,"Augsburg","Bundesliga","Jeffrey Gouweleeuw","NED","DF","33-099",1991,6,380,25,144,196,42,11,379,5,3,60,2,40,225,1244,761,10,4,0,5,0,253,6,"https://fbref.com/en/players/1025db8e/Jeffrey-Gouweleeuw"
2025,"Augsburg","Bundesliga","Kristijan Jakić","CRO","MF","27-156",1997,3.9,212,5,36,132,46,9,212,2,2,100,0,0,96,584,305,7,4,0,8,4,126,3,"https://fbref.com/en/players/a8ee54ad/Kristijan-Jakic"
2025,"Augsburg","Bundesliga","Fredrik Jensen","FIN","MF,DF","27-038",1997,1.3,59,1,4,23,34,9,59,2,1,50,1,50,26,100,50,1,2,0,1,2,36,10,"https://fbref.com/en/players/3eeb80e0/Fredrik-Jensen"
2025,"Augsburg","Bundesliga","Yusuf Kabadayı","GER","MF,FW","20-258",2004,0.4,27,0,1,12,15,1,27,4,2,50,2,50,17,157,42,1,3,0,3,0,17,2,"https://fbref.com/en/players/a4a94bb2/Yusuf-Kabadayi"
2025,"Augsburg","Bundesliga","Mert Kömür","GER","MF","19-092",2005,0.3,10,1,1,5,4,1,10,0,0,NA,0,NA,4,25,9,1,0,0,1,0,7,5,"https://fbref.com/en/players/ec68a918/Mert-Komur"
2025,"Augsburg","Bundesliga","Henri Koudossou","GER","DF","25-044",1999,0.7,29,3,8,9,12,0,29,2,0,0,2,100,11,39,13,0,1,0,2,0,10,1,"https://fbref.com/en/players/2b9745cb/Henri-Koudossou"
2025,"Augsburg","Bundesliga","Nediljko Labrović","CRO","GK","25-007",1999,6,203,161,198,5,0,0,203,0,0,NA,0,NA,110,595,323,0,0,0,0,0,89,0,"https://fbref.com/en/players/208fc867/Nediljko-Labrovic"
2025,"Augsburg","Bundesliga","Arne Maier","GER","MF","25-283",1999,1.9,148,1,8,65,75,4,148,2,0,0,2,100,78,318,107,1,5,1,4,0,106,11,"https://fbref.com/en/players/ab700320/Arne-Maier"
2025,"Augsburg","Bundesliga","Chrislain Matsima","FRA","DF","22-155",2002,0.6,37,6,18,17,3,0,37,0,0,NA,0,NA,13,38,24,0,0,0,2,0,17,0,"https://fbref.com/en/players/cf1ef7ec/Chrislain-Matsima"
2025,"Augsburg","Bundesliga","Steve Mounié","BEN","FW","30-018",1994,2,71,2,4,30,37,13,71,2,0,0,2,100,35,146,32,3,2,1,7,3,56,18,"https://fbref.com/en/players/19ba6c6d/Steve-Mounie"
2025,"Augsburg","Bundesliga","Frank Onyeka","NGA","MF","26-290",1998,3.9,196,8,32,126,42,8,196,5,2,40,1,20,83,673,352,8,4,2,5,2,112,7,"https://fbref.com/en/players/2944f86f/Frank-Onyeka"
2025,"Augsburg","Bundesliga","Mads Pedersen","DEN","DF","28-046",1996,1.8,93,5,20,37,38,3,93,6,2,33.3,4,66.7,43,197,97,1,3,0,0,1,45,9,"https://fbref.com/en/players/582a5247/Mads-Pedersen"
2025,"Augsburg","Bundesliga","Elvis Rexhbeçaj","KVX","MF","26-351",1997,5.6,263,6,21,113,131,14,263,6,3,50,2,33.3,132,615,330,13,9,3,6,3,170,32,"https://fbref.com/en/players/1ae836b1/Elvis-Rexhbecaj"
2025,"Augsburg","Bundesliga","Keven Schlotterbeck","GER","DF","27-172",1997,5.4,374,29,148,192,35,14,374,0,0,NA,0,NA,186,688,329,0,2,0,3,0,254,1,"https://fbref.com/en/players/f6bdc830/Keven-Schlotterbeck"
2025,"Augsburg","Bundesliga","Phillip Tietz","GER","FW","27-100",1997,3.8,147,8,14,57,77,24,147,7,1,14.3,5,71.4,64,203,68,0,2,0,11,2,108,32,"https://fbref.com/en/players/3397e7b5/Phillip-Tietz"
2025,"Augsburg","Bundesliga","Ruben Vargas","SUI","MF","26-073",1998,2.6,148,1,6,61,82,10,148,12,6,50,5,41.7,89,580,262,9,3,1,11,3,113,23,"https://fbref.com/en/players/6ecbddf6/Ruben-Vargas"
2025,"Augsburg","Bundesliga","Marius Wolf","GER","DF","29-143",1995,3.5,225,7,45,91,90,8,225,4,2,50,1,25,81,433,236,7,4,2,8,5,124,12,"https://fbref.com/en/players/fa661778/Marius-Wolf"
2025,"Auxerre","Ligue 1","Clément Akpa","CIV","DF","22-328",2001,4.8,331,19,100,153,79,1,331,6,1,16.7,4,66.7,180,1019,569,15,11,0,2,3,194,23,"https://fbref.com/en/players/0abb5072/Clement-Akpa"
2025,"Auxerre","Ligue 1","Florian Ayé","FRA","FW","27-272",1997,1.7,48,1,6,26,16,3,48,1,1,100,0,0,24,155,34,1,2,0,5,2,34,10,"https://fbref.com/en/players/718b8afd/Florian-Aye"
2025,"Auxerre","Ligue 1","Theo Bair","CAN","FW","25-051",1999,2.4,64,3,3,27,34,9,64,1,0,0,1,100,32,117,30,1,0,0,3,1,46,9,"https://fbref.com/en/players/c724745e/Theo-Bair"
2025,"Auxerre","Ligue 1","Lasso Coulibaly","GHA","FW,MF","21-364",2002,0.4,15,0,3,5,8,2,15,2,1,50,1,50,9,47,22,0,0,0,1,0,12,3,"https://fbref.com/en/players/78310540/Lasso-Coulibaly"
2025,"Auxerre","Ligue 1","Kévin Danois","FRA","MF,DF","20-111",2004,3.5,235,7,40,131,67,8,235,3,2,66.7,1,33.3,149,708,339,4,6,0,1,7,166,9,"https://fbref.com/en/players/e76f6fbe/Kevin-Danois"
2025,"Auxerre","Ligue 1","Sinaly Diomande","CIV","DF","23-191",2001,4.3,239,20,117,113,9,2,239,2,1,50,1,50,127,499,296,1,1,0,3,0,138,3,"https://fbref.com/en/players/6de23ab0/Sinaly-Diomande"
2025,"Auxerre","Ligue 1","Assane Dioussé","SEN","MF","27-027",1997,0.1,18,0,1,14,3,0,18,0,0,NA,0,NA,16,70,27,0,1,0,0,0,17,0,"https://fbref.com/en/players/7f622eef/Assane-Diousse"
2025,"Auxerre","Ligue 1","Ki-Jana Hoever","NED","DF","22-273",2002,3.9,243,13,53,113,79,2,243,5,1,20,3,60,109,565,369,12,12,0,6,3,136,24,"https://fbref.com/en/players/9a71e978/Ki-Jana-Hoever"
2025,"Auxerre","Ligue 1","Paul Joly","FRA","DF","24-132",2000,4.4,354,14,102,168,88,5,354,12,2,16.7,6,50,190,877,468,12,10,1,7,6,212,29,"https://fbref.com/en/players/5b4bc323/Paul-Joly"
2025,"Auxerre","Ligue 1","Jubal","BRA","DF","31-049",1993,5.4,276,35,143,122,12,9,275,0,0,NA,0,NA,151,596,233,0,0,0,0,1,170,1,"https://fbref.com/en/players/56ae428b/Jubal"
2025,"Auxerre","Ligue 1","Hamed Junior Traorè","CIV","MF","24-244",2000,4.6,227,3,21,105,104,13,227,16,5,31.3,11,68.8,128,755,354,11,10,0,12,11,151,26,"https://fbref.com/en/players/570bb4b9/Hamed-Junior-Traore"
2025,"Auxerre","Ligue 1","Donovan Léon","GUF","GK","31-349",1992,7,263,201,261,2,0,0,263,0,0,NA,0,NA,167,908,560,0,0,0,0,0,127,0,"https://fbref.com/en/players/51c83a90/Donovan-Leon"
2025,"Auxerre","Ligue 1","Eros Maddy","NED","DF","23-255",2001,0.1,5,0,0,2,3,0,5,1,0,0,1,100,4,26,11,1,1,0,1,1,4,4,"https://fbref.com/en/players/0ed50019/Eros-Maddy"
2025,"Auxerre","Ligue 1","Gideon Mensah","GHA","DF","26-091",1998,1.3,84,3,21,39,25,2,84,2,2,100,0,0,51,241,139,3,1,0,1,3,53,5,"https://fbref.com/en/players/9bdd8118/Gideon-Mensah"
2025,"Auxerre","Ligue 1","Ado Onaiwu","JPN","FW,MF","28-344",1995,3.6,174,2,12,84,80,15,174,9,4,44.4,5,55.6,102,467,214,2,5,1,11,6,137,32,"https://fbref.com/en/players/ff4df82e/Ado-Onaiwu"
2025,"Auxerre","Ligue 1","Gabriel Osho","NGA","DF","26-064",1998,6.4,396,61,205,181,14,3,396,4,2,50,1,25,231,1123,560,6,1,0,4,2,262,0,"https://fbref.com/en/players/cd889153/Gabriel-Osho"
2025,"Auxerre","Ligue 1","Elisha Owusu","GHA","MF","26-345",1997,6.6,322,12,87,205,36,1,322,7,5,71.4,2,28.6,160,600,233,1,3,0,7,4,168,8,"https://fbref.com/en/players/e2781082/Elisha-Owusu"
2025,"Auxerre","Ligue 1","Théo Pellenard","FRA","DF","30-227",1994,0.5,28,6,13,8,7,0,28,0,0,NA,0,NA,7,25,17,1,0,0,1,0,11,1,"https://fbref.com/en/players/97fb4608/Theo-Pellenard"
2025,"Auxerre","Ligue 1","Gaëtan Perrin","FRA","MF,FW","28-132",1996,4,224,1,27,98,101,9,224,16,8,50,8,50,136,797,411,14,7,3,6,12,157,25,"https://fbref.com/en/players/10dd88f9/Gaetan-Perrin"
2025,"Auxerre","Ligue 1","Rayan Raveloson","MAD","MF,DF","27-275",1997,4.4,239,12,52,146,44,6,239,7,4,57.1,2,28.6,140,755,283,4,4,1,7,6,160,8,"https://fbref.com/en/players/fb3236a7/Rayan-Raveloson"
2025,"Auxerre","Ligue 1","Lassine Sinayoko","MLI","FW,MF","24-314",1999,6.6,297,13,55,106,140,35,297,22,7,31.8,13,59.1,151,860,445,19,10,6,9,9,192,61,"https://fbref.com/en/players/5e5249c8/Lassine-Sinayoko"
2025,"Auxerre","Ligue 1","Ben Viadere","FRA","MF","19-045",2005,0.1,7,0,1,1,6,0,7,2,1,50,1,50,4,22,17,1,2,0,0,0,4,1,"https://fbref.com/en/players/88fe0c2d/Ben-Viadere"
2025,"Auxerre","Ligue 1","Aristide Zossou","CIV","MF","19-125",2005,0.1,7,0,0,3,4,0,7,1,0,0,1,100,5,39,9,0,1,0,0,0,5,1,"https://fbref.com/en/players/3dcd9017/Aristide-Zossou"
2025,"Barcelona","La Liga","Alejandro Balde","ESP","DF","20-365",2003,6.1,363,15,70,195,104,7,363,31,11,35.5,11,35.5,210,1458,639,20,12,1,6,8,256,49,"https://fbref.com/en/players/5ccc9672/Alejandro-Balde"
2025,"Barcelona","La Liga","Marc Bernal","ESP","MF","17-144",2007,2.7,184,4,47,116,21,1,184,3,2,66.7,1,33.3,97,461,150,0,2,0,2,2,137,2,"https://fbref.com/en/players/29117812/Marc-Bernal"
2025,"Barcelona","La Liga","Marc Casado","ESP","MF","21-033",2003,5.3,430,8,53,303,76,4,430,3,2,66.7,1,33.3,238,980,463,5,9,0,6,1,344,11,"https://fbref.com/en/players/2ef08833/Marc-Casado"
2025,"Barcelona","La Liga","Andreas Christensen","DEN","DF","28-190",1996,0.3,18,0,10,8,0,0,18,0,0,NA,0,NA,9,24,7,0,0,0,0,0,10,0,"https://fbref.com/en/players/1cb49278/Andreas-Christensen"
2025,"Barcelona","La Liga","Pau Cubarsí","ESP","DF","17-269",2007,7.4,695,52,283,395,17,8,695,0,0,NA,0,NA,413,2100,1357,8,4,0,1,0,555,1,"https://fbref.com/en/players/cc7888f3/Pau-Cubarsi"
2025,"Barcelona","La Liga","Sergi Dominguez","ESP","DF","19-199",2005,1.9,191,13,69,121,3,0,191,0,0,NA,0,NA,127,569,284,0,1,0,0,0,157,1,"https://fbref.com/en/players/88507352/Sergi-Dominguez"
2025,"Barcelona","La Liga","Ansu Fati","ESP","FW","21-352",2002,0.3,19,0,2,10,7,3,19,2,1,50,1,50,12,90,13,1,0,0,1,0,15,2,"https://fbref.com/en/players/0ba976e4/Ansu-Fati"
2025,"Barcelona","La Liga","Héctor Fort","ESP","DF","18-076",2006,1.3,121,1,23,89,11,0,121,2,1,50,1,50,50,163,79,3,2,0,0,0,84,3,"https://fbref.com/en/players/2e31f3a6/Hector-Fort"
2025,"Barcelona","La Liga","Eric García","ESP","MF","23-282",2001,4.9,343,16,67,222,55,10,343,4,1,25,2,50,154,716,428,8,3,1,3,1,244,5,"https://fbref.com/en/players/2bed3eab/Eric-Garcia"
2025,"Barcelona","La Liga","Frenkie de Jong","NED","MF","27-158",1997,0.1,3,0,0,3,0,0,3,0,0,NA,0,NA,1,1,1,0,0,0,0,0,3,0,"https://fbref.com/en/players/1bacc518/Frenkie-de-Jong"
2025,"Barcelona","La Liga","Jules Koundé","FRA","DF","25-340",1998,8.3,704,27,184,318,203,26,704,17,9,52.9,8,47.1,331,1450,810,12,13,1,11,5,448,57,"https://fbref.com/en/players/4d1666ff/Jules-Kounde"
